timestamp_utc,mode,stream,workers,overwrite,input_root,output_root,model,base_url,uniform_audio_length,num_files,warmup_files,no_speech_rms_threshold,warmup_completed,warmup_failed,warmup_timed_out,completed,queued_for_write,failed,timed_out,existing_not_written,skipped_no_speech,wall_time_s,throughput_files_s,audio_throughput_audio_s_s,latency_avg_s,latency_p50_s,latency_p95_s,latency_p99_s,ttft_avg_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,prediction_files,matched_files,missing_references,cer,cer_percent,cer_edits,cer_ref_chars,wer,wer_percent,wer_edits,wer_ref_words,command,scoring_command
2026-07-12T14:16:47.457561+00:00,sequential,True,,True,/mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data,/mnt/ssd1/shreyansh/home_dir/asr_experiments/predictions/results_bf16/sequential_predicted,Qwen/Qwen3-ASR-1.7B,http://localhost:8090/v1,,,20,1,20,0,,550,,0,,0,0,943.519,0.583,183.258,1.715,1.576,3.261,4.229,0.205,0.203,0.318,0.377,550,550,0,0.168119,16.81,165512,984495,0.388151,38.82,77664,200087,/mnt/ssd1/shreyansh/home_dir/asr_experiments/.venv/bin/python3 -u /mnt/ssd1/shreyansh/home_dir/asr_experiments/inference/run_infer.py --input-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data --output-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/predictions/results_bf16/sequential_predicted --model Qwen/Qwen3-ASR-1.7B --base-url http://localhost:8090/v1 --no-speech-rms-threshold 1 --stream --overwrite,/mnt/ssd1/shreyansh/home_dir/asr_experiments/.venv/bin/python3 -u /mnt/ssd1/shreyansh/home_dir/asr_experiments/eval/compute_error_rates.py /mnt/ssd1/shreyansh/home_dir/asr_experiments/predictions/results_bf16/sequential_predicted --ref-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data
2026-07-12T17:53:13.407115+00:00,sequential,True,,True,/mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data,/mnt/ssd1/shreyansh/home_dir/asr_experiments/predictions/results_fp8_dynamic/sequential_predicted_uniform_audio_length_50s,Qwen/Qwen3-ASR-1.7B,http://localhost:8090/v1,50.0,100,20,1,20,0,,100,,0,,0,1,29.337,3.409,170.431,0.293,0.286,0.479,0.634,0.046,0.046,0.060,0.064,,,,,,,,,,,,/mnt/ssd1/shreyansh/home_dir/asr_experiments/.venv/bin/python3 -u /mnt/ssd1/shreyansh/home_dir/asr_experiments/inference/run_infer.py --input-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data --output-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/predictions/results_fp8_dynamic/sequential_predicted_uniform_audio_length_50s --model Qwen/Qwen3-ASR-1.7B --base-url http://localhost:8090/v1 --no-speech-rms-threshold 1 --stream --uniform-audio-length 50.0 --num-files 100 --overwrite,
2026-07-12T17:58:07.498056+00:00,sequential,True,,True,/mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data,/mnt/ssd1/shreyansh/home_dir/asr_experiments/predictions/results_bf16/sequential_predicted_uniform_audio_length_50s,Qwen/Qwen3-ASR-1.7B,http://localhost:8091/v1,50.0,100,20,1,20,0,,100,,0,,0,1,37.354,2.677,133.854,0.373,0.365,0.564,1.411,0.064,0.063,0.074,0.092,,,,,,,,,,,,/mnt/ssd1/shreyansh/home_dir/asr_experiments/.venv/bin/python3 -u /mnt/ssd1/shreyansh/home_dir/asr_experiments/inference/run_infer.py --input-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data --output-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/predictions/results_bf16/sequential_predicted_uniform_audio_length_50s --model Qwen/Qwen3-ASR-1.7B --base-url http://localhost:8091/v1 --no-speech-rms-threshold 1 --stream --uniform-audio-length 50.0 --num-files 100 --overwrite,
2026-07-12T18:10:04.886246+00:00,sequential,True,,True,/mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data,/mnt/ssd1/shreyansh/home_dir/asr_experiments/predictions/results_fp8_dynamic/sequential_predicted,Qwen/Qwen3-ASR-1.7B,http://localhost:8090/v1,,,20,1,20,0,,550,,0,,0,0,859.246,0.640,201.232,1.562,1.473,2.929,3.732,0.203,0.201,0.309,0.339,550,550,0,0.165403,16.54,162838,984495,0.385402,38.54,77114,200087,/mnt/ssd1/shreyansh/home_dir/asr_experiments/.venv/bin/python3 -u /mnt/ssd1/shreyansh/home_dir/asr_experiments/inference/run_infer.py --input-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data --output-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/predictions/results_fp8_dynamic/sequential_predicted --model Qwen/Qwen3-ASR-1.7B --base-url http://localhost:8090/v1 --no-speech-rms-threshold 1 --stream --overwrite,/mnt/ssd1/shreyansh/home_dir/asr_experiments/.venv/bin/python3 -u /mnt/ssd1/shreyansh/home_dir/asr_experiments/eval/compute_error_rates.py /mnt/ssd1/shreyansh/home_dir/asr_experiments/predictions/results_fp8_dynamic/sequential_predicted --ref-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data
2026-07-19T07:17:55.647211+00:00,sequential,True,,False,/mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data,/mnt/ssd1/shreyansh/home_dir/asr_experiments/predictions/results_fp8_static/sequential_predicted_uniform_audio_length_50s,Qwen/Qwen3-ASR-1.7B,http://localhost:8090/v1,50.0,100,20,1,20,0,,100,,0,,0,1,28.261,3.538,176.923,0.282,0.273,0.468,0.489,0.059,0.059,0.075,0.090,,,,,,,,,,,,/mnt/ssd1/shreyansh/home_dir/asr_experiments/.venv/bin/python3 -u /mnt/ssd1/shreyansh/home_dir/asr_experiments/inference/run_infer.py --input-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data --output-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/predictions/results_fp8_static/sequential_predicted_uniform_audio_length_50s --model Qwen/Qwen3-ASR-1.7B --base-url http://localhost:8090/v1 --no-speech-rms-threshold 1 --stream --uniform-audio-length 50.0 --num-files 100,
2026-07-19T07:33:14.500199+00:00,sequential,True,,True,/mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data,/mnt/ssd1/shreyansh/home_dir/asr_experiments/predictions/results_fp8_static/sequential_predicted,Qwen/Qwen3-ASR-1.7B,http://localhost:8090/v1,,,20,1,20,0,,550,,0,,0,0,806.310,0.682,214.443,1.465,1.381,2.745,3.439,0.209,0.207,0.339,0.372,550,550,0,0.162277,16.23,159761,984495,0.384183,38.42,76870,200087,/mnt/ssd1/shreyansh/home_dir/asr_experiments/.venv/bin/python3 -u /mnt/ssd1/shreyansh/home_dir/asr_experiments/inference/run_infer.py --input-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data --output-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/predictions/results_fp8_static/sequential_predicted --model Qwen/Qwen3-ASR-1.7B --base-url http://localhost:8090/v1 --no-speech-rms-threshold 1 --stream --overwrite,/mnt/ssd1/shreyansh/home_dir/asr_experiments/.venv/bin/python3 -u /mnt/ssd1/shreyansh/home_dir/asr_experiments/eval/compute_error_rates.py /mnt/ssd1/shreyansh/home_dir/asr_experiments/predictions/results_fp8_static/sequential_predicted --ref-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data
2026-07-20T04:19:10.352354+00:00,sequential,True,,False,/mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data,/mnt/ssd1/shreyansh/home_dir/asr_experiments/predictions/results_fp8_static_qk_mrope_kv_cache_fusion/sequential_predicted_uniform_audio_length_50s,Qwen/Qwen3-ASR-1.7B,http://localhost:8090/v1,50.0,100,20,1,20,0,,100,,0,,0,1,26.800,3.731,186.567,0.267,0.262,0.451,0.473,0.063,0.063,0.087,0.091,,,,,,,,,,,,/mnt/ssd1/shreyansh/home_dir/asr_experiments/.venv/bin/python3 -u /mnt/ssd1/shreyansh/home_dir/asr_experiments/inference/run_infer.py --input-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data --output-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/predictions/results_fp8_static_qk_mrope_kv_cache_fusion/sequential_predicted_uniform_audio_length_50s --model Qwen/Qwen3-ASR-1.7B --base-url http://localhost:8090/v1 --no-speech-rms-threshold 1 --stream --uniform-audio-length 50.0 --num-files 100,
2026-07-20T04:33:53.134944+00:00,sequential,True,,True,/mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data,/mnt/ssd1/shreyansh/home_dir/asr_experiments/predictions/results_fp8_static_qk_mrope_kv_cache_fusion/sequential_predicted,Qwen/Qwen3-ASR-1.7B,http://localhost:8090/v1,,,20,1,20,0,,550,,0,,0,0,767.723,0.716,225.221,1.395,1.315,2.599,3.275,0.219,0.220,0.341,0.373,550,550,0,0.162677,16.27,160155,984495,0.384538,38.45,76941,200087,/mnt/ssd1/shreyansh/home_dir/asr_experiments/.venv/bin/python3 -u /mnt/ssd1/shreyansh/home_dir/asr_experiments/inference/run_infer.py --input-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data --output-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/predictions/results_fp8_static_qk_mrope_kv_cache_fusion/sequential_predicted --model Qwen/Qwen3-ASR-1.7B --base-url http://localhost:8090/v1 --no-speech-rms-threshold 1 --stream --overwrite,/mnt/ssd1/shreyansh/home_dir/asr_experiments/.venv/bin/python3 -u /mnt/ssd1/shreyansh/home_dir/asr_experiments/eval/compute_error_rates.py /mnt/ssd1/shreyansh/home_dir/asr_experiments/predictions/results_fp8_static_qk_mrope_kv_cache_fusion/sequential_predicted --ref-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data
2026-07-21T18:21:31.358769+00:00,sequential,True,,False,/mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data,/mnt/ssd1/shreyansh/home_dir/asr_experiments/predictions/results_fp8_static_audio_encoder_cudagraphs/sequential_predicted_uniform_audio_length_50s,Qwen/Qwen3-ASR-1.7B,http://localhost:8091/v1,50.0,100,100,1,100,0,,100,,0,,0,1,21.971,4.551,227.568,0.219,0.202,0.333,0.398,0.050,0.050,0.063,0.077,,,,,,,,,,,,/mnt/ssd1/shreyansh/home_dir/asr_experiments/.venv/bin/python3 -u /mnt/ssd1/shreyansh/home_dir/asr_experiments/inference/run_infer.py --input-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data --output-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/predictions/results_fp8_static_audio_encoder_cudagraphs/sequential_predicted_uniform_audio_length_50s --model Qwen/Qwen3-ASR-1.7B --base-url http://localhost:8091/v1 --no-speech-rms-threshold 1 --stream --uniform-audio-length 50.0 --num-files 100 --warmup-files 100,
2026-07-21T18:39:16.620416+00:00,sequential,True,,True,/mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data,/mnt/ssd1/shreyansh/home_dir/asr_experiments/predictions/results_fp8_static_audio_encoder_cudagraphs/sequential_predicted,Qwen/Qwen3-ASR-1.7B,http://localhost:8091/v1,,,20,1,20,0,,550,,0,,0,0,720.442,0.763,240.002,1.309,1.214,2.494,3.110,0.199,0.203,0.301,0.329,550,550,0,0.160471,16.05,157983,984495,0.382813,38.28,76596,200087,/mnt/ssd1/shreyansh/home_dir/asr_experiments/.venv/bin/python3 -u /mnt/ssd1/shreyansh/home_dir/asr_experiments/inference/run_infer.py --input-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data --output-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/predictions/results_fp8_static_audio_encoder_cudagraphs/sequential_predicted --model Qwen/Qwen3-ASR-1.7B --base-url http://localhost:8091/v1 --no-speech-rms-threshold 1 --stream --warmup-files 20 --overwrite,/mnt/ssd1/shreyansh/home_dir/asr_experiments/.venv/bin/python3 -u /mnt/ssd1/shreyansh/home_dir/asr_experiments/eval/compute_error_rates.py /mnt/ssd1/shreyansh/home_dir/asr_experiments/predictions/results_fp8_static_audio_encoder_cudagraphs/sequential_predicted --ref-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data
